Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-07 21:45:55 WET,2022-01-07,21:45:55,Link,119,22,55,0,0,1,39,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/232246629070694,Francisco Rodrigues dos Santos considera que os centristas foram “importantíssimos“ para o sucesso da direita nas eleições autárquicas.,https://cnnportugal.iol.pt/videos/so-havera-um-governo-de-direita-em-portugal-com-um-cds-forte/61d8aebd0cf21a10a41837fe?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"""Só haverá um governo de direita em Portugal com um CDS forte""","Francisco Rodrigues dos Santos considera que os centristas foram ""importantíssimos"" para o sucesso da direita nas eleições autárquicas.",,,,119,1.13
Semanário SOL,jornalsol,54634527350,MEDIA_NEWS_COMPANY,PT,"As notícias de última hora e do dia que estão a marcar a actualidade. O seu ponto de encontro na web.

",2009-02-25 16:27:38,680071,675785,2022-01-08 09:20:08 WET,2022-01-08,09:20:08,Link,113,21,25,2,0,2,61,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/54634527350/posts/10159849702912351,,https://sol.sapo.pt/artigo/758619/francisco-rodrigues-dos-santos-olham-me-com-desconfianca-por-nao-ter-titulo-nobiliarquico,,,Francisco Rodrigues dos Santos: “Olham-me com desconfiança por não ter título nobiliárquico“,"Acusa Rio de ter traído o centro-direita e Ventura de ser populista. Está confiante para dia 30, prometendo ressuscitar o CDS nas urnas.",,,,113,2.17
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268890,2284362,2022-01-05 20:00:01 WET,2022-01-05,20:00:01,Link,110,35,37,2,4,0,27,4,1,0,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161802039607995,Debate,https://www.jn.pt/nacional/cds-e-il-nao-participam-num-governo-do-psd-apoiado-pelo-chega-14464840.html,,,CDS e IL não participam num Governo do PSD apoiado pelo Chega,"Os líderes do CDS-PP, Francisco Rodrigues dos Santos, e da Iniciativa Liberal (IL), João Cotrim de Figueiredo avisaram esta quarta-feira que não ajudarão o PSD a formar um Governo que tenha apoio do Chega. O debate entre ambos, na RTP3, foi ainda marcado pelo desafio a Costa para que esclareça ...",,,,110,-1.1
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036,1138258,2022-01-05 10:00:48 WET,2022-01-05,10:00:48,Native Video,94,43,31,12,4,0,1,2,1,0,owned,Yes,2250,2256,0,00:26:37,https://www.facebook.com/101826228779402/posts/248570220692587,DECISÃO 22: Veja aqui o debate entre Inês de Sousa Real e Francisco Rodrigues dos Santos na íntegra e deixe os seus comentários. Quem ganhou?,https://www.facebook.com/cnnportugal/videos/248570220692587/,,,O debate entre Inês de Sousa Real e Francisco Rodrigues dos Santos na íntegra,,,,,94,-2.03
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774,1940633,2022-01-07 22:39:30 WET,2022-01-07,22:39:30,Link,89,20,45,2,1,0,16,3,1,1,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160370750386388,"Rui Rio e Francisco Rodrigues dos Santos assumiram estas posições em debate, em período de pré-campanha para as eleições legislativas antecipadas de 30 de janeiro.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-pede-voto-util-contra-costa-lider-do-cds-alerta-para-arranjinhos-ps-psd/,,,"Legislativas: Rio pede voto útil contra Costa, líder do CDS alerta para “arranjinhos” PS/PSD","Rui Rio e Francisco Rodrigues dos Santos assumiram estas posições em debate, em período de pré-campanha para as eleições legislativas antecipadas de 30 de janeiro.",,,,89,1.01
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036,1138258,2022-01-05 08:00:24 WET,2022-01-05,08:00:24,Link,78,30,40,0,0,1,2,5,0,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/230407882587902,Presidente do CDS-PP classificou o PAN como um “partido animalista radical“ que quer “impor de forma ditatorial a sua forma de vida às pessoas“.,https://cnnportugal.iol.pt/ines-sousa-real/francisco-rodrigues-dos-santos/touradas-motivam-acusacoes-entre-pan-e-cds-do-lobo-vestido-de-cordeiro-ao-chicao-do-seculo-passado/20220105/61d4cd790cf2cc58e7db285c?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Touradas motivam acusações entre PAN e CDS. Do ""lobo vestido de cordeiro"" ao Chicão do século passado","Inês Sousa Real quer acabar com as touradas por considerar ser uma forma de divertimento ""anacrónica"", mas Francisco Rodrigues dos Santos garantiu que com ""o CDS no governo o IVA da tauromaquia vai baixar novamente""",,,,78,-1.59
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-07 16:00:52 WET,2022-01-07,16:00:52,Native Video,76,37,19,4,1,1,11,0,2,1,owned,Yes,2407,2468,0,00:00:27,https://www.facebook.com/101826228779402/posts/232075405754483,"DECISÃO 22: Frente a frente de Rui Rio e Francisco Rodrigues dos Santos esta sexta-feira à noite, em simultâneo TVI e CNN Portugal. Que propostas têm PSD e CDS para o país?",https://www.facebook.com/cnnportugal/videos/355501375911987/,,,,,,,,76,-2.45
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760641,796750,2022-01-06 08:00:24 WET,2022-01-06,08:00:24,Link,75,23,32,1,0,0,19,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159307251717949,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",https://expresso.pt/politica/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso,https://expresso.pt/politica/o-dia-em-que-o-liberal-bateu-o-conservador-de-direita-as-notas-e-explicacoes-dos-comentadores-expresso/,,O dia em que o novo liberal bateu o jovem conservador de direita (as notas e explicações dos comentadores Expresso) - Expresso,"Francisco Rodrigues dos Santos e João Cotrim estiveram frente a frente pela primeira vez, com o primeiro ao ataque e o segundo no contra-golpe. No fim, a nova direita bateu o líder mais novo",,,,75,1.12
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828666,934174,2022-01-05 21:26:53 WET,2022-01-05,21:26:53,Link,68,14,43,3,1,0,7,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2276044835893511,"Francisco Rodrigues dos Santos e João Cotrim Figueiredo estiveram frente a frente, num debate de direita em que o CDS tentou colar a IL à esquerda para segurar o eleitorado mais conservador.",https://observador.pt/2022/01/05/rodrigues-dos-santos-vs-cotrim-cacofonia-num-debate-entre-primos-cada-vez-mais-distantes/?utm_medium=Social&utm_source=Facebook#Echobox=1641417555,,,Rodrigues dos Santos vs. Cotrim. Cacofonia num debate entre primos cada vez mais distantes,,,,,68,1.01
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119106,124873,2022-01-06 12:45:11 WET,2022-01-06,12:45:11,Link,66,14,34,2,0,0,14,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/915630759146389,"Afinal, em que setores é que os liberais consideram que o Estado deve prestar apoio à população? A pergunta foi respondida por João Cotrim de Figueiredo, no frente-a-frente desta quarta-feira com Francisco Rodrigues dos Santos, líder do CDS-PP: ""[O Estado] deve dar todos os apoios que impeçam que as pessoas que não tenham possibilidade de ter uma casa condigna, alimentação ou cuidados de saúde, não fiquem desvalidas. Em Portugal, acontece a 20% da população empregada."" O Polígrafo verifica.",https://poligrafo.sapo.pt/fact-check/cotrim-de-figueiredo-diz-que-20-da-populacao-empregada-esta-em-risco-de-pobreza-tem-razao?utm_medium=Social&utm_source=Facebook#Echobox=1641472003,,,Cotrim de Figueiredo diz que 20% da população empregada está em risco de pobreza. Tem razão? - Polígrafo,"Afinal, em que setores é que os liberais consideram que o Estado deve prestar apoio à população? A pergunta foi respondida por João Cotrim de Figueiredo, no frente-a-frente desta quarta-feira com Francisco Rodrigues dos Santos, líder do CDS-PP: ""[O Estado] deve dar todos os apoios que impeçam...",,,,66,1.25
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760725,796851,2022-01-08 10:46:06 WET,2022-01-08,10:46:06,Link,66,22,26,3,0,0,13,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159310576297949,"Francisco Rodrigues dos Santos avança que o programa eleitoral também vai incluir um cheque-ensino para as famílias poderem escolher as escolas e descida de IRS a partir do segundo filho. E defende a privatização de todas as companhias de transportes, a começar pela TAP",https://expresso.pt/politica/programa-eleitoral-cds-vai-propor-complemento-de-pensoes-no-inverno-para-ajudar-idosos-a-pagar-a-luz-e-irc-a-15-em-2026,https://expresso.pt/politica/programa-eleitoral-cds-vai-propor-complemento-de-pensoes-no-inverno-para-ajudar-idosos-a-pagar-a-luz-e-irc-a-15-em-2026/,,Programa eleitoral: CDS vai propor complemento de pensões no inverno para ajudar idosos a pagar a luz e IRC a 15% em 2026,,,,,66,1.08
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119106,124873,2022-01-06 08:48:45 WET,2022-01-06,08:48:45,Link,62,26,24,4,0,0,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/915540465822085,"A prática de levar provas (recortes de notícias ou fotografias) para mostrar em debates está a tornar-se comum na política portuguesa. André Ventura usa e abusa de tal expediente, o que já lhe valeu até uma condenação por ofensas a uma família, mas desta vez foi o líder do CDS-PP, Francisco Rodrigues dos Santos, quem expôs uma fotografia do adversário João Cotrim de Figueiredo a assistir a uma tourada no Campo Pequeno. Objetivo? Provar uma suposta contradição, pois não disse nada ""contra este contrato de concessão à RTP que proíbe as touradas"".",https://poligrafo.sapo.pt/fact-check/cotrim-de-figueiredo-assistia-a-touradas-mas-nao-contestou-proibicao-de-exibir-touradas-na-rtp?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641458287,,,Cotrim de Figueiredo assistia a touradas mas não contestou proibição de exibir touradas na RTP? - Polígrafo,"A prática de levar provas (recortes de notícias ou fotografias) para mostrar em debates está a tornar-se comum na política portuguesa. André Ventura usa e abusa de tal expediente, o que já lhe valeu até uma condenação por ofensas a uma família, mas desta vez foi o líder do CDS-PP, Francis...",,,,62,1.15
RTP,rtp,17012177975,MEDIA_NEWS_COMPANY,PT,"RTP, Sempre Ligados  www.rtp.pt",2008-06-26 08:57:14,566783,595281,2022-01-04 12:02:00 WET,2022-01-04,12:02:00,Native Video,61,24,27,3,1,0,0,4,2,0,owned,Yes,1366,1370,0,00:00:14,https://www.facebook.com/17012177975/posts/10159490478112976,Debates - Legislativas 2022 Francisco Rodrigues dos Santos x Inês de Sousa Real Hoje às 22h na RTP3.,https://www.facebook.com/rtp/videos/468758751258834/,,,Legislativas 2022,,,,,61,1.42
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119086,124848,2022-01-05 19:00:31 WET,2022-01-05,19:00:31,Link,59,11,26,2,1,0,19,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/915265885849543,"A tauromaquia foi um dos temas dominantes no frente-a-frente entre os líderes do CDS-PP e do PAN. Durante a troca de argumentos, Francisco Rodrigues dos Santos alegou que ""há três milhões de portugueses que são aficionados"" pelas touradas, apontando para uma sondagem de 2019. Verdade ou falsidade?",https://poligrafo.sapo.pt/fact-check/rodrigues-dos-santos-diz-que-sondagem-estima-tres-milhoes-de-aficionados-pelas-touradas-confirma-se?utm_medium=Social&utm_source=Facebook#Echobox=1641409223,,,"Rodrigues dos Santos diz que sondagem estima ""três milhões de aficionados"" pelas touradas. Confirma-se? - Polígrafo","A tauromaquia foi um dos temas dominantes no frente-a-frente entre os líderes do CDS-PP e do PAN. Durante a troca de argumentos, Francisco Rodrigues dos Santos alegou que ""há três milhões de portugueses que são aficionados"" pelas touradas, apontando para uma sondagem de 2019. Verdade ou falsida...",,,,59,1.09
Correio da Manhã,cmjornal,469974510474,TOPIC_NEWSPAPER,PT,"Correio da Manhã, o jornal líder de audiências em Portugal, feito por pessoas a pensar em pessoas.
Site: https://www.cmjornal.pt",2010-02-12 09:43:08,1522956,1560667,2022-01-08 07:45:01 WET,2022-01-08,07:45:01,Link,59,19,18,1,0,1,19,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/469974510474/posts/10166256798995475,"Líder do CDS levantou o véu, em entrevista, ao programa eleitoral do partido para as Legislativas",https://www.cmjornal.pt/redirect-to?token=EiEnOjA%2FNiB3YmZhZGBkZHdla3dlYGRkZGFhYGZlZWdnZ2JmZWU%3D,https://www.cmjornal.pt/politica/detalhe/chicao-ambiciona-governar-sozinho-com-psd-mas-fala-em-eleitorado-traido-por-rio,,"'Chicão' ambiciona governar sozinho com PSD, mas fala em eleitorado ""traído"" por Rio","Líder do CDS levantou o véu, em entrevista, ao programa eleitoral do partido para as Legislativas.",,,,59,-2.29
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763539,1940118,2022-01-05 21:46:29 WET,2022-01-05,21:46:29,Link,56,14,28,0,0,0,14,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160366996926388,Francisco Rodrigues dos Santos e João Cotrim de Figueiredo em debate.,https://sicnoticias.pt/eleicoes-legislativas/cds-e-il-unanimes-na-nega-ao-chega-mas-em-desacordo-noutras-areas/,,,CDS e IL unânimes na “nega” ao Chega mas em desacordo noutras áreas,Francisco Rodrigues dos Santos e João Cotrim de Figueiredo em debate.,,,,56,-1.59
Tradutores contra o Acordo Ortográfico,TradutoresContraAO90,199515723483437,COMMUNITY,PT,Página de discussão dos tradutores e demais profissionais da língua portuguesa que se opõem ao Acordo Ortográfico de 1990.,2012-03-01 15:48:48,29703,30042,2022-01-03 17:30:30 WET,2022-01-03,17:30:30,Link,48,32,6,3,5,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/199515723483437/posts/4389198427848458,"Iniciamos hoje o registo das posições dos partidos concorrentes às eleições legislativas sobre o Acordo Ortográfico. CDS PP: «Acompanhado por caras do partido, “gente da casa”, como o número dois da lista de candidatos por Lisboa, José Ribeiro e Castro; ou as cabeças de lista pelo Porto, Filipa Correia Pinto - CDS PORTO 2022, ou por Setúbal, Cecília Anacoreta Correia, Francisco Rodrigues Dos Santos deu a conhecer as doze condições que o partido tenciona impor na hora de negociar um possível apoio a um governo de direita: […] 7. […] reversão do acordo ortográfico;»",https://observador.pt/2022/01/01/depois-da-ceia-de-natal-a-de-ano-novo-sem-primos-afastados-so-gente-da-casa-estamos-habituados-a-ressuscitar-nas-urnas-diz-chicao/,,,"Depois da ceia de Natal, a de Ano Novo, sem primos afastados, ""só gente da casa"". ""Estamos habituados a ressuscitar nas urnas"", diz Chicão","Uma semana após vídeo de Natal, Francisco Rodrigues dos Santos partilhou nova mensagem. Para além de garantir que CDS não morreu, apresentou ""Linhas Azuis para a viabilização de um governo de direita""",,,,48,-1.31
Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1188978,1185928,2022-01-07 22:50:18 WET,2022-01-07,22:50:18,Link,48,14,8,4,0,0,21,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/88388366982/posts/10160051332116983,"""A melhor hipótese de Rio, para conseguir maioria no caso de vencer as eleições, é que o “irmão” Rodrigues dos Santos não desapareça em combate a 30 de Janeiro. Se o esforço que “Chicão” está a fazer nos debates se traduzir em votos, talvez tenham sorte os dois.""",https://www.publico.pt/2022/01/07/politica/cronica/the-star-chicao-is-born-1991182,,,“The star” “Chicão” “is born”?,"A melhor hipótese de Rio, para conseguir maioria no caso de vencer as eleições, é que o “irmão” Rodrigues dos Santos não desapareça em combate a 30 de Janeiro. Se o esforço que “Chicão” está a fazer nos debates se traduzir em votos, talvez tenham so",,,,48,-1.4
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-08 00:00:00 WET,2022-01-08,00:00:00,Photo,46,18,15,3,0,1,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/232291762399514,"Ainda que sejam, segundo Rui Rio, dois partidos com ""um historial em comum"" existe pelo menos um calcanhar de Aquiles: a eutanásia. Já sobre a TAP, Rodrigues dos Santos limitou-se a dizer que ""deve ser privatizada"" e Rio assumiu o mesmo compromisso caso seja governo. Quem acha que ganhou o debate?",https://www.facebook.com/cnnportugal/photos/a.129237229371635/232290759066281/?type=3,,""" Com o CDS não há nenhum arranjinho com a esquerda, queremos derrotar António Costa Francisco Rodrigues dos Santos, líder do CDS/PP",Photos from CNN Portugal's post,,,,,46,-5.87
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828594,933845,2022-01-03 13:06:53 WET,2022-01-03,13:06:53,Native Video,46,29,8,0,0,0,7,1,1,0,owned,Yes,2620,2620,0,00:00:29,https://www.facebook.com/111978555633494/posts/2274043529426975,"O líder do CDS vai estar em direto na Rádio Observador, esta terça-feira, às 9h, numa entrevista conduzida por Miguel Pinheiro, Rui Pedro Antunes e Miguel Santos Carrapatoso.",https://www.facebook.com/ObservadorOnTime/videos/600296744365935/,,,"Francisco Rodrigues dos Santos vai estar 'Sob Escuta' esta terça-feira, na Rádio Observador",,,,,46,-2.28
Revista Visão,visaopt,44028982543,MEDIA_NEWS_COMPANY,PT,"A newsmagazine mais lida em Portugal.
Site: visao.sapo.pt
Email: visao@visao.pt
Instagram: @revista_visao",2009-01-12 18:04:14,560060,581366,2022-01-07 23:18:57 WET,2022-01-07,23:18:57,Link,45,27,14,1,0,0,1,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/44028982543/posts/10158611256487544,"Rui Rio nunca perdeu a tranquilidade. Francisco Rodrigues dos Santos tentou marcar pontos – e conquistar eleitorado à direita ""clássica"". Rio até admitiu ""simpatia"" pelo opositor e prometeu que o CDS será a primeira opção para um acordo pós-eleitoral. Chicão não foi na promessa e acusou acenou com o ""fantasma"" do Bloco Central.",https://visao.sapo.pt/atualidade/politica/legislativas2022/2022-01-07-debate-legislativas-rui-rio-finca-os-pes-ao-centro-e-rodrigues-dos-santos-acusa-psd-de-estar-a-preparar-arranjinhos-com-antonio-costa/,,,"Visão | Debate Legislativas: Rui Rio finca os pés ao ""centro"" e Rodrigues dos Santos acusa PSD de estar a preparar ""arranjinhos"" com António Costa","Rui Rio nunca perdeu a tranquilidade. Francisco Rodrigues dos Santos tentou marcar pontos – e conquistar eleitorado à direita ""clássica"". Rio até admitiu ""simpatia"" pelo opositor e prometeu que o CDS será a primeira opção para um acordo pós-eleitoral. Chicão não foi na promessa e acusou a...",,,,45,1.12
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119086,124848,2022-01-05 14:14:57 WET,2022-01-05,14:14:57,Link,42,18,16,1,0,1,1,2,3,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/915145849194880,"Num debate marcado por posições diametralmente opostas dos líderes do CDS-PP e do PAN sobre temas relacionados com a agricultura e o ambiente, Francisco Rodrigues dos Santos defendeu a importância da caça, ao que Inês de Sousa Real contrapôs que ""os 10 milhões de euros que ainda recentemente foram dados ao setor da caça pelo Governo deveriam ser canalizados, sim, para proteger as espécies"".",https://poligrafo.sapo.pt/fact-check/governo-deu-10-milhoes-de-euros-ao-setor-da-caca-tal-como-salientou-ines-sousa-real?utm_medium=Social&utm_source=Facebook#Echobox=1641392089,,,"""Governo deu 10 milhões de euros ao setor da caça"", tal como salientou Inês de Sousa Real? - Polígrafo","Num debate marcado por posições diametralmente opostas dos líderes do CDS-PP e do PAN sobre temas relacionados com a agricultura e o ambiente, Francisco Rodrigues dos Santos defendeu a importância da caça, ao que Inês de Sousa Real contrapôs que ""os 10 milhões de euros que ainda recentemente...",,,,42,-1.29
TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477106,491122,2022-01-05 07:20:00 WET,2022-01-05,07:20:00,Link,41,9,24,0,1,0,7,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/174996242665/posts/10158634864387666,,https://www.tsf.pt/portugal/politica/animalistas-radicais-cds-longe-do-seculo-xxi-tudo-divide-pan-e-cds-14461587.html,,,"″Animalistas radicais″, CDS ″longe do século XXI″. Tudo divide PAN e CDS","Do debate aceso entre Francisco Rodrigues dos Santos, do CDS, e Inês Sousa Real, do PAN, ficou uma certeza: nenhum dos dois aceita fazer parte de uma solução de governo que inclua o outro. Touradas e mundo rural vincaram as diferenças.",,,,41,-1.12
Paulo Pedroso,paulojfpedroso,115940473119876,EDITORIAL_OPINION,PT,"Espaço para disponibilizar os meus artigos de opinião, trazer elementos adicionais sobre eles e conversar sobre as questões que levantem.",2019-09-09 23:50:42,3893,3994,2022-01-05 22:48:48 WET,2022-01-05,22:48:48,Status,39,38,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/115940473119876/posts/666058268108091,"Livre-Chega: Rui Tavares, até hoje o político mais eficaz a desmontar André Ventura em debate, com calma e apresentação de propostas. Obriga André Ventura a mostrar o seu programa na versão mais extrema e não cai na armadilha de debater dentro da agenda populista. PSD-BE: o PS condicionou o debate ao ponto de Rui Rio abrir o debate com a discussão sobre prisão perpétua. O PSD segue na senda da agenda liberal para a economia e da abertura da saúde aos privados, deixando o BE no papel confortável para si de defensor dos serviços públicos. CDS e IL: chega de Chega à mesa com o PSD. Fé liberal na desregulação da economia. Falando um por cima do outro, até parece que João Cotrim de Figueiredo e Francisco Rodrigues dos Santos não estão de acordo. Divididos pelo cosmopolitismo de um e o tradiconalismo de outro, querem passar juntos o próximo Natal.",,,,,,,,,39,-2.03
ECO,ECOEconomiaOnline,1246082805422484,TOPIC_NEWSPAPER,PT,O ECO é um jornal digital que junta uma plataforma tecnológica inovadora a um jornalismo independente e próximo dos leitores.,2016-09-21 18:31:03,104241,116100,2022-01-08 13:25:09 WET,2022-01-08,13:25:09,Link,38,7,15,0,0,1,15,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1246082805422484/posts/5194272853936773,"Francisco Rodrigues dos Santos revela que CDS vai propor, no seu programa eleitoral, a criação de um complemento das pensões de inverno, bem como a renegociação do PRR",https://eco.sapo.pt/2022/01/08/cds-quer-criar-complemento-de-pensao-de-inverno-e-renegociar-prr,https://eco.sapo.pt/2022/01/08/cds-quer-criar-complemento-de-pensao-de-inverno-e-renegociar-prr/,,CDS quer criar complemento de pensão de inverno e renegociar PRR,,,,,38,1.03
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760468,796541,2022-01-05 09:00:31 WET,2022-01-05,09:00:31,Link,38,8,17,0,0,0,12,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159305775082949,Tauromaquia e caça dominaram debate entre Francisco Rodrigues dos Santos e Inês Sousa Real. Líder do CDS prometeu baixar o IVA das touradas e impostos sobre os combustíveis e a energia,https://expresso.pt/politica/tudo-divide-cds-e-pan-mas-ambos-podem-negociar-com-psd,https://expresso.pt/politica/tudo-divide-cds-e-pan-mas-ambos-podem-negociar-com-psd/,,"Tudo divide CDS e PAN, mas ambos podem negociar com PSD - Expresso","Tauromaquia e caça dominaram debate entre Francisco Rodrigues dos Santos e Inês Sousa Real, com o líder do CDS a prometer baixar o IVA das touradas e impostos sobre os combustíveis e a energia.",,,,38,-1.76
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828731,934412,2022-01-07 22:35:04 WET,2022-01-07,22:35:04,Link,37,11,15,2,1,3,4,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2277787849052543,"Rui Rio tratou Rodrigues dos Santos mais como um parceiro de coligação do que como adversário. Líder do CDS ainda tentou provocar líder do PSD, mas só obteve sorrisos e simpatia de resposta.",https://observador.pt/2022/01/07/rio-o-irmao-mais-velho-voltou-e-ofereceu-ao-francisco-avioes-e-um-bilhete-para-o-governo/?utm_medium=Social&utm_source=Facebook#Echobox=1641594541,,,"Rio, o irmão mais velho, voltou e ofereceu ""ao Francisco"" aviões e um bilhete para o Governo",,,,,37,-1.86
