circulo,partido,candidato,tipo
Viseu,PAN,Maria da Conceição Dias de Oliveira,efetivo
Viseu,PAN,Cândido Monteiro Coelho,efetivo
Viseu,PAN,Sara Raquel Lunet Miroto,efetivo
Viseu,PAN,Alexandre Manuel da Silva Rodrigues,efetivo
Viseu,PAN,Vera Vanessa Ferreira Polónio,efetivo
Viseu,PAN,Pedro Miguel Cardoso Martins,suplente
Viseu,PAN,Sandra Cardoso Lopes,suplente
Viseu,PAN,Carlos Manuel Ferreira Teixeira Pinho,suplente
Viseu,PAN,Martina Duarte Oliveira,suplente
Viseu,R.I.R.,Paula Cristina da Fonseca Ribeiro Teixeira,efetivo
Viseu,R.I.R.,Maria Gorete Ribeiro Martins,efetivo
Viseu,R.I.R.,João Francisco Gouveia Alves,efetivo
Viseu,R.I.R.,Mário Vítor Moreira Bessa,efetivo
Viseu,R.I.R.,Mariana Daniela Trigo Silva,efetivo
Viseu,R.I.R.,Armando Soares Rodrigues,efetivo
Viseu,R.I.R.,Pedro Miguel Nunes Sousa,efetivo
Viseu,R.I.R.,Helena Albuquerque Bernardo,efetivo
Viseu,R.I.R.,Jorge Manuel da Rocha de Sousa,suplente
Viseu,R.I.R.,Francisca Maria Ponte Trindade Araújo,suplente
Viseu,R.I.R.,Carlos Daniel Teixeira Rodrigues,suplente
Viseu,ADN,Gonçalo Raimundo de Jesus Pereira,efetivo
Viseu,ADN,Ernesto Ferreira Ribeiro,efetivo
Viseu,ADN,Cristina Oliveira Vaz Velho,efetivo
Viseu,ADN,José Manuel Santos da Silva Mirra,efetivo
Viseu,ADN,Gonçalo Manuel Costa Rijo da Silva,efetivo
Viseu,ADN,Cláudia Sofia Neves Bettencourt,efetivo
Viseu,ADN,Gonçalo Nuno Ribeirete Lopes Rodrigues,efetivo
Viseu,ADN,Márcia Alexandra Valente Cruz Ribeiro,efetivo
Viseu,ADN,Sara Cristina Carochinho Silva Rebelo Rodrigues,suplente
Viseu,ADN,Tiago Filipe de Matos Castro Correia,suplente
Viseu,PCP - PEV - CDU,Alexandre Costa e Sousa Hoffmann Castela,efetivo
Viseu,PCP - PEV - CDU,Maria Helena Lopes Barbosa,efetivo
Viseu,PCP - PEV - CDU,Nuno Diogo de Sousa Batista Coimbra,efetivo
Viseu,PCP - PEV - CDU,Isabel de Fátima Esteves Moreira Pires Souto,efetivo
Viseu,PCP - PEV - CDU,Maria Filomena de Matos Pires,efetivo
Viseu,PCP - PEV - CDU,Telmo Ricardo Aparício Reis,efetivo
Viseu,PCP - PEV - CDU,António Manuel Lareiro dos Santos,efetivo
Viseu,PCP - PEV - CDU,Sara Aurora dos Santos Arêde Carvalho,efetivo
Viseu,PCP - PEV - CDU,Leonel Alberto Marques Ferreira,suplente
Viseu,PCP - PEV - CDU,Ângela Maria da Silva Bártolo,suplente
Viseu,PCP - PEV - CDU,Maria João da Costa Correia,suplente
Viseu,PCP - PEV - CDU,João Paulo Penha Guerra de Almeida,suplente
Viseu,PCP - PEV - CDU,Alexandra Margarida Marques de Albuquerque Pessoa,suplente
Viseu,MAS,Maria de Fátima Ferreira Cosme,efetivo
Viseu,MAS,Carlos Duarte da Silva Oliveira,efetivo
Viseu,MAS,Helga Sofia Machado Mendes Leal,efetivo
Viseu,MAS,Christoph Pais Correia,efetivo
Viseu,MAS,Cecília Rita Cosme Vilar Correia,efetivo
Viseu,MAS,Vítor Manuel Pestana Silva,efetivo
Viseu,MAS,Carla Sofia Monteiro Rama,efetivo
Viseu,MAS,António Jesus Fernandes,efetivo
Viseu,MAS,Maria Helena Marques Silva Pestana,suplente
Viseu,MAS,Manuel José Fortunato da Silva,suplente
Viseu,MAS,Maria Luísa da Silva Brito,suplente
Viseu,BE,Manuela Maria Coelho Antunes,efetivo
Viseu,BE,Manuel da Rocha Coelho,efetivo
Viseu,BE,Inês Maria da Silva Coelho,efetivo
Viseu,BE,José Miguel Silva Lopes,efetivo
Viseu,BE,Maria Adelaide Rosa Osório,efetivo
Viseu,BE,David Filipe dos Santos,efetivo
Viseu,BE,Raluca Georgetta Ionicã,efetivo
Viseu,BE,Pedro Manuel da Silva Pinto,efetivo
Viseu,BE,Célia Cláudia Lourenço Rodrigues,suplente
Viseu,BE,Tiago André dos Reis Silva,suplente
Viseu,BE,Ana Cristina de Amaral Teixeira,suplente
Viseu,BE,Tiago Resende Araújo Ferreira,suplente
Viseu,BE,Lúcia Maria de Abreu Vilhena,suplente
Viseu,IL,Sérgio Lopes Figueiredo,efetivo
Viseu,IL,Marisa Emanuela das Neves Figueiredo,efetivo
Viseu,IL,Luís Miguel Inácio Guedes,efetivo
Viseu,IL,Maria de Fátima dos Anjos Colaço,efetivo
Viseu,IL,Filipe Amorim Barbosa,efetivo
Viseu,IL,Andreia Alexandra Baptista da Cunha,efetivo
Viseu,IL,Filipe Xavier Capaz,efetivo
Viseu,IL,Alberto Rodrigues dos Santos,efetivo
Viseu,IL,Liliana Sofia do Vale Ferreira,suplente
Viseu,IL,Ezequiel João Gomes Lopes,suplente
Viseu,IL,Pedro Tenreiro Gouveia Pinto,suplente
Viseu,IL,Angelina Maria Carvalho Duarte Oliveira,suplente
Viseu,IL,Gisela de Oliveira Rocha Lopes,suplente
Viseu,MPT,Norberto de Almeida Albuquerque,efetivo
Viseu,MPT,Rui Manuel Henriques Gomes,efetivo
Viseu,MPT,Márcia Sofia Gomes de Almeida Duarte,efetivo
Viseu,MPT,José Guilherme Paula D’Almeida,efetivo
Viseu,MPT,Vítor Marques Abrantes,efetivo
Viseu,MPT,Cristina Maria de Almeida Sequeira Ferreira,efetivo
Viseu,MPT,Carlos Cabral dos Santos,efetivo
Viseu,MPT,Fernando de Almeida Rodrigues,efetivo
Viseu,MPT,Sofia Madalena Almeida Figueiredo,suplente
Viseu,MPT,Artur Pais Sequeira,suplente
Viseu,"Nós, Cidadãos!",Ana Rita Figueiredo Barreto,efetivo
Viseu,"Nós, Cidadãos!",Maria Inês Mendonça Ribeiro Tavares,efetivo
Viseu,"Nós, Cidadãos!",Carlos Gomes Pureza Machado,efetivo
Viseu,"Nós, Cidadãos!",Mariana da Costa Abrantes de Sousa,efetivo
Viseu,"Nós, Cidadãos!",Kevin Sequeira Gouveia,efetivo
Viseu,"Nós, Cidadãos!",Gil Henriques Giestas,efetivo
Viseu,"Nós, Cidadãos!",Ana Paula Costa Oliveira,efetivo
Viseu,"Nós, Cidadãos!",Eduardo João de Almeida Ribeiro,efetivo
Viseu,"Nós, Cidadãos!",Maria Severa Vieira Fontes Giestas,suplente
Viseu,"Nós, Cidadãos!",Margarida Maria Ferreira Figueiredo,suplente
Viseu,"Nós, Cidadãos!",Hugo Camilo Gouveia,suplente
Madeira,MAS,António Vieira Grosso,efetivo
Madeira,MAS,Alexandra Cavaco Martins,efetivo
Madeira,MAS,Joana Rute Freire Rodrigues,efetivo
Madeira,MAS,Rafael José Fortuna Monteiro,efetivo
Madeira,MAS,Maria Teresa da Silva Bento Cardoso,efetivo
Madeira,MAS,Jorge Luís Franco Rocha,efetivo
Madeira,MAS,Maria José Fernandes Fortuna,suplente
Madeira,MAS,José Pedro da Silva Cerveira,suplente
Madeira,MPT,Valter Freitas Rodrigues,efetivo
Madeira,MPT,Miguel Câncio de Jesus e Silva,efetivo
Madeira,MPT,Elsa Maria Oliveira Rodrigues Serrão,efetivo
Madeira,MPT,Sónia Maria Aguiar de Freitas Camacho,efetivo
Madeira,MPT,Ricardo Jorge da Silva Camacho,efetivo
Madeira,MPT,Filipe de Jesus Borges Tavares,efetivo
Madeira,MPT,Isabel de Jesus Rodrigues de Carvalho Schmidt,suplente
Madeira,MPT,Hélder António Simões Correia,suplente
Madeira,MPT,Maria da Conceição Brazão,suplente
Madeira,JPP,Élvio Duarte Martins Sousa,efetivo
Madeira,JPP,Lina Graciela Jardim Pereira,efetivo
Madeira,JPP,Miguel Ângelo Andrade Ganança,efetivo
Madeira,JPP,Emília Patrícia Mendonça Spínola,efetivo
Madeira,JPP,Carlos José Mendes da Silva,efetivo
Madeira,JPP,Milton Marco Neto Teixeira,efetivo
Madeira,JPP,Jéssica Joana Calaça Teles,suplente
Madeira,JPP,Manuel Luís dos Reis Martins ,suplente
Madeira,JPP,Duarte Nuno Serrão Barreto,suplente
Madeira,JPP,Mariusky Beatriz Ferreira Gonçalves de Spínola,suplente
Madeira,JPP,Maria Isabel Gonçalves Pereira,suplente
Madeira,ADN,Filipe Renato da Silva Rebelo,efetivo
Madeira,ADN,José Roberto Alves Araújo Jardim,efetivo
Madeira,ADN,Petra Joana Vieira Sousa,efetivo
Madeira,ADN,Sandro Clemente Macedo João,efetivo
Madeira,ADN,José Ilídio Lemos de Freitas,efetivo
Madeira,ADN,Carla Patrícia de Sousa Alvares,efetivo
Madeira,ADN,Rubina Vanessa Silva Rebelo,suplente
Madeira,ADN,Roberto Nélson dos Santos Nunes,suplente
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Mário Sérgio Quaresma Gonçalves Marques,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Sara Martins Marques Santos Madruga da Costa,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Cláudia Patricia Homem de Gouveia Dantas,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,João Dinis Santos Ramos,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Gonçalo Nuno Freitas Santos,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Jéssica José Ferreira Faria,efetivo
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Francisco de Sousa Gonçalves,suplente
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Patrícia José Fernandes Gonçalves,suplente
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,André João Teixeira Pão,suplente
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Ana Catarina dos Santos,suplente
Madeira,PPD/PSD-CDS-PP - MADEIRA PRIMEIRO,Ricardo Nuno Alves de Freitas,suplente
Madeira,PTP,José Manuel da Mata Vieira Coelho,efetivo
Madeira,PTP,José Edgar Marques Silva ,efetivo
Madeira,PTP,Elsa José da Silva Pereira Cravo da Mata,efetivo
Madeira,PTP,Pedro Leonel da Costa Gouveia,efetivo
Madeira,PTP,Raquel da Conceição Vieira Coelho,efetivo
Madeira,PTP,Carla Maria Gomes Alves,efetivo
Madeira,PTP,João Roberto Nascimento Melim,suplente
Madeira,PTP,Maria Dalila Rodrigues de Freitas Nunes,suplente
Madeira,PTP,Zita Maria de Abreu,suplente
Madeira,PTP,José Alberto Figueira de Faria,suplente
Madeira,R.I.R.,Liana Pestana dos Reis,efetivo
Madeira,R.I.R.,Roberto Paulo Ferreira Vieira,efetivo
Madeira,R.I.R.,Joana Rubina Martins Mendes,efetivo
Madeira,R.I.R.,José David de Ornelas Gonçalves,efetivo
Madeira,R.I.R.,Maria Martinha Carvalho,efetivo
Madeira,R.I.R.,Maria Ivone Carvalho,efetivo
Madeira,R.I.R.,Marco Paulo Ferreira da Silva,suplente
Madeira,R.I.R.,Maria Lúcia Fernandes Sousa Passos,suplente
Madeira,R.I.R.,Aires Miguel Abreu Carvalho,suplente
Madeira,R.I.R.,Maria Cristina Jesus Freitas,suplente
Madeira,R.I.R.,Cátia Cristina Martins Azevedo da Silva,suplente
Madeira,Ergue-te,Ana Braz da Silva Pereira Gonçalves,efetivo
Madeira,Ergue-te,António Álvaro Aguiar Araújo,efetivo
Madeira,Ergue-te,Carina de Fátima Mendonça Araújo,efetivo
Madeira,Ergue-te,José Fernando Mendes Serrão,efetivo
Madeira,Ergue-te,Fátima da Paz Nascimento de Castro,efetivo
Madeira,Ergue-te,Maria Fátima Gonçalves Mendonça Araújo,efetivo
Madeira,Ergue-te,José António de Sousa Mendonça,suplente
Madeira,Ergue-te,Helena Trindade Fernandes Dinis Ferreira,suplente
Madeira,Ergue-te,Maria Gorete Dos Santos Martins,suplente
Madeira,Ergue-te,António Ferreira Mendonça,suplente
Madeira,Ergue-te,Manuel Marques Perestrelo,suplente
Madeira,BE,Maria Luísa Lopes Alves dos Santos Marques,efetivo
Madeira,BE,Miguel Ângelo Monteiro da Silva,efetivo
Madeira,BE,Alzira Neli de Aguiar Mala Azevedo,efetivo
Madeira,BE,Paulo Sérgio Freitas Sousa,efetivo
Madeira,BE,Carina Sofia Fernandes Quintal,efetivo
Madeira,BE,Rui Manuel Ferrão Pereira,efetivo
Madeira,BE,Maria Margarida Lourenço Monteiro,suplente
Madeira,BE,José Paulino Carvalho de Ascenção,suplente
Madeira,BE,Lucinda de Jesus da Silva,suplente
Madeira,BE,José António Sousa Figueira,suplente
Madeira,BE,Maria Assunção Bacanhim da Silva,suplente
Madeira,PCP - PEV - CDU,Herlanda Maria Gouveia Amado,efetivo
Madeira,PCP - PEV - CDU,Teresa Adelaide Mesquita Ferreira,efetivo
Madeira,PCP - PEV - CDU,Marco António Marques Fernandes,efetivo
Madeira,PCP - PEV - CDU,Duarte César Vieira Martins,efetivo
Madeira,PCP - PEV - CDU,Lídia Maria Aveiro Andrade Luís,efetivo
Madeira,PCP - PEV - CDU,António Alberto Pontes Gouveia,efetivo
Madeira,PCP - PEV - CDU,António Andrade Vieira de Freitas,suplente
Madeira,PCP - PEV - CDU,Tânia Marlene Fernandes dos Reis Gonçalves,suplente
Madeira,PCP - PEV - CDU,Miguel Ângelo Figueira Luís,suplente
Madeira,PCP - PEV - CDU,Lina Beatriz Castro Barradas,suplente
Madeira,PCP - PEV - CDU,Humberto Camacho de Sousa,suplente
Madeira,IL,Duarte Paulo Brazão Gouveia,efetivo
Madeira,IL,Alícia Maria de Nóbrega Teixeira,efetivo
Madeira,IL,José Carlos Gonçalves,efetivo
Madeira,IL,Carla Chatterley de Matos,efetivo
Madeira,IL,Victor Emanuel Ornelas Gomes,efetivo
Madeira,IL,José Augusto de Sousa Martins,efetivo
Madeira,IL,Maria Helena da Costa Vieira Figueirôa Gomes,suplente
Madeira,IL,Francisco Santa Clara Gonçalves Costa,suplente
Madeira,IL,Sara Luísa da Costa Neves Jardim,suplente
Madeira,PS,Carlos João Pereira,efetivo
Madeira,PS,José Miguel Mafra lglésias,efetivo
Madeira,PS,Marta Luísa de Freitas,efetivo
Madeira,PS,Mara José Sousa Franco,efetivo
Madeira,PS,José Luís Silva Chá-Chá,efetivo
Madeira,PS,Ana Sofia Freitas Dias,efetivo
Madeira,PS,Ricardo Jorge Teixeira de Freitas,suplente
Madeira,PS,Maria lsabel de Ponte Garcês,suplente
Madeira,PS,Maria Ângela Fernandes da Silva,suplente
Madeira,PS,Urbano de Sousa Ferreira,suplente
Madeira,PS,Dorisa Maria Fernandes Aguiar,suplente
Madeira,LIVRE,José Tiago Silva Camacho,efetivo
Madeira,LIVRE,Lourdes Mendes Paiva,efetivo
Madeira,LIVRE,Paulo Ricardo Azevedo,efetivo
Madeira,LIVRE,Liliana Catarina Gomes Pereira,efetivo
Madeira,LIVRE,Francisco Tomás Franco Ferreira,efetivo
Madeira,LIVRE,Joana Raquel Bento Teixeira,efetivo
Madeira,LIVRE,Carlos Plácido de Abreu Andrade,suplente
Madeira,LIVRE,Glória Fátima França Agrela,suplente
Madeira,LIVRE,Duarte Norberto Marote de Sousa,suplente
Madeira,LIVRE,Ana Tatiana Pereira de Castro,suplente
Madeira,LIVRE,Maria Magna de Azevedo,suplente
Madeira,PPM,Paulo Alexandre Lopes De Brito,efetivo
Madeira,PPM,Carlos Francisco Freitas Rodrigues,efetivo
Madeira,PPM,Débora Filipa Vasconcelos Carvalho,efetivo
Madeira,PPM,José Jorge Vasconcelos Carvalho,efetivo
Madeira,PPM,Roberto Gil Vieira De Sousa,efetivo
Madeira,PPM,Cristina Filipa De Sousa Camacho Brito,efetivo
Madeira,PPM,Américo João Da Silva Dias,suplente
Madeira,PPM,Ester Da Luz Pereira Pestana,suplente
Madeira,PPM,Leonel Rodrigues Vieira,suplente
Madeira,PPM,Maria Anália Martins Fernandes,suplente
Madeira,PPM,Fernando Rodrigues Góis,suplente
Madeira,PAN,Joaquim José Batalha de Sousa,efetivo
Madeira,PAN,Nelson Alexandre Pereira da Rocha Almeida,efetivo
Madeira,PAN,Fabiana Sofia Nóbrega Fernandes,efetivo
Madeira,PAN,Hugo Miguel Andrade Pereira Olival,efetivo
Madeira,PAN,Válter Diogo Ornelas Ramos,efetivo
Madeira,PAN,Margarida Rosa Cardoso Silva Magalhães,efetivo
Madeira,PAN,Fernando Eduardo Cardoso Rodrigues,suplente
Madeira,PAN,Marília Gisela Ornelas Ramos,suplente
Madeira,PAN,João Carlos José Azevedo,suplente
Madeira,PAN,Maria Odete Reis Cardoso Magalhães da Silva,suplente
Madeira,CHEGA,Martinho Filipe de Jesus Gouveia,efetivo
Madeira,CHEGA,Luis Filipe de Sá Vieira,efetivo
Madeira,CHEGA,Maria Otília Ramos Sousa,efetivo
Madeira,CHEGA,Celestino Gomes Sebastião,efetivo
Madeira,CHEGA,Maria Juliana Fernandes da Silva,efetivo
Madeira,CHEGA,Júlia Iara Silva Alves Figueira,efetivo
Madeira,CHEGA,Miguel Henrique Silva Pita,suplente
Madeira,CHEGA,Zélia Maria Gouveia Lucas Namora,suplente
Madeira,CHEGA,Marco Aurélio Gonçalves Ferro,suplente
Madeira,CHEGA,Carla Filipa Gomes Pontes,suplente
Madeira,CHEGA,Luís Filipe Antunes Pereira,suplente
Açores,ADN,Pedro Miguel Branco Martins,efetivo
Açores,ADN,0lga Gorete Fonseca da Silva Vieira,efetivo
Açores,ADN,Nuno Ricardo Mendes da Silva Vieira,efetivo
Açores,ADN,Andrea Nunes Sousa do Nascimento,efetivo
Açores,ADN,Armando Daniel Nunes Teles de Araújo,efetivo
Açores,ADN,Cláudia Isabel Pontes Rupio,suplente
Açores,ADN,Nelson Américo Gomes da Costa,suplente
Açores,MPT,Pedro Ricardo Soares Pimenta,efetivo
Açores,MPT,Mónica Fernandes Guilherme,efetivo
Açores,MPT,Tiago Jordão Morgado Lopes,efetivo
Açores,MPT,Miquelina Maria Monteiro Claudino,efetivo
Açores,MPT,Carlos Manuel Nóbrega de Sousa,efetivo
Açores,MPT,Ilda de Sousa Soares Justino,suplente
Açores,MPT,Ana Margarida Gomes Lopes,suplente
Açores,PCP - PEV - CDU,Maria Judite Pimentel Barros da Costa,efetivo
Açores,PCP - PEV - CDU,André Emanuel da Costa Goulart,efetivo
Açores,PCP - PEV - CDU,Maria do Natal Pereira Gouveia,efetivo
Açores,PCP - PEV - CDU,Vera Mónica Pacheco Correia,efetivo
Açores,PCP - PEV - CDU,Paulo Jorge da Silva Correia,efetivo
Açores,PCP - PEV - CDU,Dulce Marisa Antunes Correia,suplente
Açores,PCP - PEV - CDU,Else Arruda Reis,suplente
Açores,PCP - PEV - CDU,Noélia Maria Vitorina Teixeira,suplente
Açores,PCP - PEV - CDU,Horácio da Silva Cravinho,suplente
Açores,PCP - PEV - CDU,Marta Sofia Antunes da Costa,suplente
Açores,PCTP/MRPP,António do Rego Vital,efetivo
Açores,PCTP/MRPP,Pedro Albergaria Leite Pacheco,efetivo
Açores,PCTP/MRPP,Alda Maria Cordeiro Sam Bento,efetivo
Açores,PCTP/MRPP,José Manuel Ventura Pacheco,efetivo
Açores,PCTP/MRPP,Dália Maria Cabral Pereira Pimentel,efetivo
Açores,PCTP/MRPP,Paulo Jorge Cordeiro Coelho,suplente
Açores,PCTP/MRPP,Rosa Margarida Cabral Pereira Pimentel,suplente
Açores,PCTP/MRPP,Paulo Alexandre Pina de Oliveira,suplente
Açores,PS,Francisco Miguel Vital Gomes do Vale César,efetivo
Açores,PS,Sérgio Humberto Rocha de Ávila,efetivo
Açores,PS,Isabel Maria Duarte de Almeida Rodrigues,efetivo
Açores,PS,João Fernando Brum de Azevedo e Castro,efetivo
Açores,PS,Cláudia Sofia Viegas Cabrita,efetivo
Açores,PS,Henrique Miguel Couto Melo,suplente
Açores,PS,Carla Alexandra Avelar Noia,suplente
Açores,PS,André Manuel de Sousa Fernandes,suplente
Açores,PS,Ana Sofia Fernandes Ambrósio,suplente
Açores,PS,Cláudia Raquel Lourenço Vieira da Silva,suplente
Açores,LIVRE,José Manuel Viegas Oliveira Neto Azevedo,efetivo
Açores,LIVRE,Florbela Martins do Carmo,efetivo
Açores,LIVRE,Bernardo Maria de Castilho Baptista Fernandes,efetivo
Açores,LIVRE,Margarida do Carmo Afonso Pinto,efetivo
Açores,LIVRE,Anhelina Bykova,efetivo
Açores,LIVRE,Rui Manuel Órfão Bernardes,suplente
Açores,LIVRE,Fátima Ellas Silva Cunha,suplente
Açores,MAS,Eduardo Jorge Pimentel Rodrigues Pereira,efetivo
Açores,MAS,Maria Isabel Marques da Silveira,efetivo
Açores,MAS,Pedro Pestana Bettencourt,efetivo
Açores,MAS,Maria da Soledade Afonso Paleta,efetivo
Açores,MAS,Maria de Fátima da Silva Lopes,efetivo
Açores,MAS,Carlos Manuel Sousa Ferreira,suplente
Açores,MAS,Manuel Fernando Areias da Silva,suplente
Açores,Volt Portugal,Dino de Sousa Castelo Branco,efetivo
Açores,Volt Portugal,Vanessa Carina Correia Ferreira,efetivo
Açores,Volt Portugal,Rui Miguel Pacheco Correia,efetivo
Açores,Volt Portugal,Osvalda Maria Duarte Correia,efetivo
Açores,Volt Portugal,David Manuel Duarte Teves,efetivo
Açores,Volt Portugal,Ana Cristina Duarte Correia Jorge,suplente
Açores,Volt Portugal,Filipe Fernando Pimentel Braga Serra,suplente
Açores,Volt Portugal,Néli Maria Duarte Correia Teves,suplente
Açores,Volt Portugal,Dino Pacheco Correia,suplente
Açores,Volt Portugal,Micaela Almeida Medeiros Correia,suplente
Açores,CHEGA,José Eduardo da Cunha Pacheco,efetivo
Açores,CHEGA,Francisco Gabriel Meneses de Lima,efetivo
Açores,CHEGA,Olivéria de Lurdes Cabral dos Santos,efetivo
Açores,CHEGA,Fernando Luís Hintze Ataíde Mota,efetivo
Açores,CHEGA,José Macedo Rodrigues Bernardo,efetivo
Açores,CHEGA,Cecília Maria Ázera Ribeiro Ferreira,suplente
Açores,CHEGA,Pedro Miguel Ramalho Furtado Rodrigues,suplente
Açores,CHEGA,Rui Virgílio Pires Toste da Silva,suplente
Açores,CHEGA,Maria Eleonora Pereira Bettencourt,suplente
Açores,CHEGA,Miguel António Taveira Franco Sousa Arruda,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Paulo Alexandre Luís Botelho Moniz,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Francisco José Duarte Pimentel,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Ilídia Maria da Silva Fialho Quadrado,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Eunice Maria Pinheiro Sousa,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Emanuel Raimundo Pereira de Sousa,efetivo
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Judite da Conceição Azevedo Simas,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Daniel Lima da Silva,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Ana Catarina Brasil Silveira,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,João António Mendes Mendonça,suplente
Açores,PPD/PSD - CDS-PP - PPM – AD/Aliança Democrática,Ricardo Beato Gomes Vieira,suplente
Açores,BE,Jéssica Costa Pacheco,efetivo
Açores,BE,Hugo Alexandre da Silva Bettencourt,efetivo
Açores,BE,Aurora Maria Agostinho Ribeiro,efetivo
Açores,BE,Pedro Gaspar Amaral,efetivo
Açores,BE,Vera Lúcia Pinheiro Pires,efetivo
Açores,BE,Paulo Rogério Ávila Fontes,suplente
Açores,BE,Sandro Paulo de Medeiros Dias Ferreira,suplente
Açores,Ergue-te,Roque Manuel da Silva Gaio e Melo de Almeida,efetivo
Açores,Ergue-te,Jaime Bettencourt de Carvalho Machado,efetivo
Açores,Ergue-te,Mafalda de Castro Amaro Pereira Coutinho,efetivo
Açores,Ergue-te,Luís de Utra Machado Pinto Coelho,efetivo
Açores,Ergue-te,Anabela Carvalho Antunes,efetivo
Açores,Ergue-te,Manuel António Martins Vinagre,suplente
Açores,Ergue-te,Luísa Maria Pereira Teles,suplente
Açores,Ergue-te,Mónica Alexandra Ramos Martins,suplente
Açores,Ergue-te,Diogo Miguel da Silva Pinto,suplente
Açores,Ergue-te,José Miguel Lopes Palminha Valente,suplente
Açores,R.I.R.,Eva Maria Bettencourt da Rosa,efetivo
Açores,R.I.R.,Bruno Miguel Pimentel Martins,efetivo
Açores,R.I.R.,Cátia Sofia Sousa Teixeira ,efetivo
Açores,R.I.R.,Rui Manuel Gomes Tomé Reis,efetivo
Açores,R.I.R.,Maria Correia Dias Reis,efetivo
Açores,R.I.R.,Francisco Correia Dias,suplente
Açores,R.I.R.,Maria Renilda Tomé,suplente
Açores,IL,Pedro Miguel de Borba Ferreira,efetivo
Açores,IL,Hugo Berto da Costa Sousa Almeida,efetivo
Açores,IL,Raquel Maria da Silva Gonçalves e Vieira Gomes,efetivo
Açores,IL,Luis Filipe Monteiro de Campos,efetivo
Açores,IL,Rúben Miguel Costa Reis,efetivo
Açores,IL,Joana da Costa Lima,suplente
Açores,IL,Pedro Miguel Santos Cavaleiro,suplente
Açores,IL,Júlia dos Santos Ferreira Espínola,suplente
Setúbal,CHEGA,Bruno Miguel de Oliveira Nunes,efetivo
Setúbal,CHEGA,Patrícia Alexandra Martins de Carvalho,efetivo
Setúbal,CHEGA,Carlos Manuel Saraiva Medeiros,efetivo
Setúbal,CHEGA,Eduardo Manuel dos Santos Mendes,efetivo
Setúbal,CHEGA,Carla Sofia Carapeto da Silva Couto de Oliveira,efetivo
Setúbal,CHEGA,Nuno Alexandre Oliveira Mendes,efetivo
Setúbal,CHEGA,Alice Paula Caruchinho Gabriel Seixas,efetivo
Setúbal,CHEGA,Marco António Simões da Silva Teixeira Roque,efetivo
Setúbal,CHEGA,Milene da Silva Oliveira Viana,efetivo
Setúbal,CHEGA,João Paulo de Sousa da Silva Gaspar,efetivo
Setúbal,CHEGA,Maria Inês Correia de Carvalho Pereira,efetivo
Setúbal,CHEGA,João Pedro Guterres Peixoto Pereira,efetivo
Setúbal,CHEGA,Cláudia Sofia Louro Figueiredo,efetivo
Setúbal,CHEGA,José Carlos da Silva Ferreira,efetivo
Setúbal,CHEGA,Cátia Isabel Gervásio,efetivo
Setúbal,CHEGA,Bruno Francisco Pinheiro Máximo dos Santos,efetivo
Setúbal,CHEGA,Sílvia Marina de Melo Montanha,efetivo
Setúbal,CHEGA,Bruno do Nascimento Correia,efetivo
Setúbal,CHEGA,Gonçalo Nuno Marques Nunes Camacho,suplente
Setúbal,CHEGA,Jéssica Alexandre Albuquerque Inácio,suplente
Setúbal,CHEGA,Nuno Alexandre Borges Macedo Calder,suplente
Setúbal,CHEGA,Luis Manuel De Lacerda Martins,suplente
Setúbal,MPT,Miguel Ângelo Tavares Ribeiro de Almeida Rodrigues,efetivo
Setúbal,MPT,Anabela Miranda Vieira Fernandes,efetivo
Setúbal,MPT,Débora Alexandra Santos Guerreiro,efetivo
Setúbal,MPT,Jorge Manuel Moura Rodrigues,efetivo
Setúbal,MPT,Vanda Cristina Santos Rosa,efetivo
Setúbal,MPT,Manuel Sebastião Soares Guerreiro,efetivo
Setúbal,MPT,Martinho Manuel de Freitas Fernandes,efetivo
Setúbal,MPT,Rafaela Barrinha da Silva,efetivo
Setúbal,MPT,Susana Isabel Levi Soares Guerreiro,efetivo
